user_id,name,signup_date,features
e4f557f6-cfad-4113-8828-3fb9ff1ce529,John Anderson,2025-02-04,"[0.19785303951242839, 0.40916065912545546, 0.06049624065279205, 0.2182566998149086, -0.027623854290059386, 0.4433195556814781, -0.20821772811159633, 0.5543938395859302, -0.012362052648035764, -0.4404437192656759]"
ccd4a39f-dcbd-444e-bbd1-c3bd7a8ccaff,Taylor Taylor,2025-07-18,"[0.03358512627593951, -0.17855126954570974, 0.22039146555176514, -0.17109838697472485, -0.1169758821909932, -0.4953807727589246, -0.11858111883157467, -0.6354682882644077, -0.4152517020793549, 0.1993578618384558]"
af1cef8d-7acf-42ed-8726-2af98ca19856,John Taylor,2025-08-26,"[0.31668101761212414, 0.17146132147410853, -0.38969575870100504, -0.019227892293427765, -0.0014518395454989896, -0.4668262082935604, 0.6058763145293702, 0.35358097085529716, -0.0890495613341986, 0.010835114702397265]"
d390f8e7-f472-47fe-86e0-f2054932cd63,Peter Jones,2024-12-06,"[0.06551423151354677, -0.6419084768878651, -0.0777109993999248, -0.2144115167272591, -0.31490297046660576, -0.08837614699621171, 0.5651812280907828, 0.20147692600158063, -0.1795750471973781, 0.1800163903534658]"
13d2a902-6a82-4776-99b9-968f93d79e96,Jane Brown,2025-03-14,"[0.5501253490913945, 0.36349908986314006, 0.023442348677914823, -0.2543287512024955, 0.2744909078157711, 0.15468999466326677, 0.351925229142267, 0.24970361353352166, 0.41260821861921937, -0.2104157742253983]"
2ddcfdd7-c97e-4f27-b02d-a1bf556bacd1,Jane Anderson,2025-06-02,"[0.4055915226933814, 0.06083580201358422, 0.638919089793223, -0.21218308466122002, 0.5344583072243962, 0.060931605899867874, -0.20055473672461832, -0.14897591947884622, -0.09862664172447053, 0.13058971234472358]"
abbf1fc9-0c61-4607-8d29-c4049a4a906c,Jordan Anderson,2025-09-16,"[0.16696641065771778, -0.18320988655888484, -0.007777587684660829, 0.6841295218498221, 0.5516872686889729, 0.1393390438820602, 0.012136330619207138, 0.03833175109045227, 0.19592567093273122, -0.3266266490444934]"
2110d956-ecd0-4abd-8259-a1aeb84dbc70,Jordan Jones,2025-03-06,"[-0.07783847640104372, -0.5046304661564597, 0.12073718886251276, 0.1957316948302131, -0.14613025110804906, 0.47602136836733117, -0.3707087389861014, -0.4428714081579465, 0.06788104213794209, 0.3166743065759199]"
50927684-ccfd-462a-9330-fed0788d15d2,Jordan Anderson,2025-01-12,"[0.4857592720906284, -0.13237343066202434, 0.3111649146953935, -0.01110846160965084, -0.04979745388569801, 0.2549076247077773, 0.188174283369515, -0.4547387103320899, 0.42593465808162834, 0.39811220814881926]"
d4cbc98a-4d3d-473e-a85a-bd7e555c5692,Pat Davis,2025-06-24,"[-0.3381310369114225, 0.21394091887423258, 0.2670346853324678, 0.14090016959283233, -0.2974526004162945, -0.3630278871595668, -0.013812563474125013, 0.6338870241806511, 0.2938283940117951, -0.20032557583774085]"
274aa483-c00d-4f86-b881-2b7459f16b9c,Pat Brown,2025-05-24,"[0.1828919865301482, -0.6751023571947267, 0.27225656606609455, -0.4123107951382709, -0.08589821760539709, -0.26536088302406496, -0.30683848988090595, 0.27511503418568367, -0.11084481628666053, 0.08212114701720226]"
d0a576f8-e5e1-4a33-88b0-3eee7edf85c3,Alex Williams,2024-10-28,"[-0.01590805058064343, 0.16173691352013783, 0.026045853607944085, -0.43498835019741555, 0.3377763730577712, -0.16740425815463475, -0.5277467620455732, -0.14514905394757294, 0.5088207185226786, 0.288260946505599]"
46c0adb6-7cc6-4772-a3d8-acff2a52045f,Chris Moore,2025-04-28,"[-0.13985477626373438, -0.14009768842745482, -0.12901741789987395, 0.833045594544669, 0.15320570834809732, 0.17250253882466726, 0.41327744112787146, 0.09578545809443219, -0.10390953552646728, -0.07876178432074053]"
30a81891-370a-453d-8daf-89ad6bd5e652,Jane Smith,2025-02-14,"[-0.029132614788274967, -0.01514472073079604, 0.2960527702558926, 0.02113537517976293, 0.2980914207743831, -0.03284139210082646, 0.031994530920658466, -0.8130137833959252, 0.37282893325336786, 0.14097678420067045]"
8cc3d64e-cf24-4d23-98cb-889481a5f67b,Jordan Anderson,2025-08-16,"[0.21467613801438826, -0.622996614113918, 0.44921811103928755, -0.030026311340103903, 0.23837474686962037, -0.22368810308442164, 0.13181022327852684, -0.22659408215631635, -0.13417530561314192, 0.4117161289521967]"
57091ccb-606e-47d5-b5b7-59254df6d3a9,Jane Taylor,2025-06-19,"[-0.0667267675658124, 0.07608773925516366, 0.30446861902182515, 0.17345727761410085, 0.052637093307190665, 0.12771324403647227, 0.8410432870481904, -0.020162930934844902, 0.07037193413832589, 0.3676625183747689]"
e62ddcd9-84b3-430b-a3b9-4a4d500869d5,Taylor Davis,2025-07-31,"[0.36646639592564, 0.3934839563367858, 0.21173014169782953, -0.3788901539133415, 0.5414597240899173, -0.3799974764422699, 0.10031942708814127, -0.2500319025088379, -0.021260965496914187, 0.10898014422636074]"
8d3e8a2a-ec20-4682-9f58-ed5da0221d2d,Pat Jones,2025-06-03,"[0.11469356406314425, 0.1505850583987989, 0.5759394465684106, 0.16186804890203632, -0.08714039500221832, 0.3440862320256395, 0.42452636245165676, -0.4381377134866867, 0.21321426714084168, 0.2502511130079473]"
c6b88d04-d21f-4c67-9108-8c90c141ceaa,Pat Davis,2025-07-18,"[-0.10155720509036945, 0.46952310147619886, -0.051213357334288896, 0.0428587292988747, -0.059068704850194845, 0.005317065138965049, -0.37415419760193536, -0.49148346881528066, 0.5441980481311381, -0.28906443963566114]"
f8b3d452-a6c6-456b-a5ee-9e276f21f5e9,Sam Taylor,2024-10-11,"[-0.23295541875074524, -0.5059993613258933, -0.15014197111804137, -0.31089702985615464, 0.38583748344882524, 0.23728482778637752, -0.16170021073116186, 0.5292729226031625, 0.2306933175978032, -0.07632823776594018]"
763a10bf-2723-4627-9acd-22119298b850,Chris Anderson,2024-11-06,"[-0.48600461884260526, 0.4454693630395977, -0.27019968508705317, -0.31994461167315297, 0.19883684753185493, 0.4744051480946642, 0.26916917870951323, 0.10965104037412304, 0.11564883420323104, 0.16594500880396382]"
fd4e1f09-f586-4daf-a4f7-82779c32fc2e,Taylor Smith,2024-10-30,"[0.3002732522233268, 0.11125455610562274, 0.041227600053493754, -0.024765231319722792, -0.29830922461865655, -0.11105026122747369, -0.6698254029604036, -0.038908482243875414, -0.39114018217006435, -0.43663970215222364]"
89808ee4-aa5d-4456-a678-4f334caa3c68,Taylor Davis,2024-11-01,"[0.058674334890193434, 0.45401591876778863, 0.2995184430973296, -0.5122349880270438, -0.3227774351170911, 0.30684223686612266, -0.32044840804567415, -0.07326642131416301, 0.17940517164277103, -0.31583554256445384]"
8a6f97e2-ac06-47f4-9f80-fcbf3474668e,Jane Williams,2025-05-24,"[0.039263155180153504, -0.4970609578729195, -0.22407096286754183, 0.11915148181263985, -0.5935531173063224, 0.16412189722269405, -0.00731708890287023, 0.20585902368724335, 0.08343091971138843, 0.5082818517179467]"
135ecf8a-24d6-4790-8395-5c4263399142,Jane Jones,2024-12-27,"[0.049212637310521196, -0.16875434685448382, 0.04806234030437759, 0.21351355596648175, 0.019201776561782423, 0.015952342670939097, -0.2758794133458819, -0.26051692550916056, -0.5512172384104643, 0.6875753857172189]"
c1822339-20db-4547-b0cb-eb5994524d74,Peter Davis,2025-05-15,"[-0.37816190576902364, -0.21065848934214626, -0.2184116813939754, 0.27207678326307827, -0.08967121888909808, 0.37934115800284124, -0.20475603003212225, 0.08482038947939172, -0.25396396054737935, 0.6521727302779858]"
fb33f294-2716-4724-8c22-8798373cd084,Jordan Brown,2025-04-14,"[-0.4206829158072499, 0.10974777135716281, 0.22450274602050793, 0.1465800291453391, -0.06563443614506559, -0.04598637857789031, 0.015519335056913235, -0.05207251010413975, 0.34143484097120774, 0.7830334285291216]"
8ba71159-f0c0-4227-afb5-6f773b6a1e18,Mary Davis,2025-01-21,"[-0.13039537667170994, -0.32039212108880605, -0.02064886202394933, 0.6033849822239721, -0.18797666769280602, 0.38338368206054513, 0.39240834659269086, -0.129482351560623, 0.13308315014749647, 0.38087626894951027]"
166bdb3e-2d04-4361-b4e5-c9221a1b5082,Sam Davis,2025-09-10,"[-0.14822410234426103, -0.07959194980693832, -0.22741446219751216, -0.3967301498776674, -0.25384209828336113, -0.47851272210075085, 0.01332530158395778, -0.3010293857830471, 0.09140113784778904, -0.6082942780689006]"
fb299314-e260-4f43-99cd-441f16f407e0,Jane Wilson,2025-05-18,"[0.0981586284459737, 0.24727394288244778, -0.5914598005716564, 0.11096728145924875, 0.36419916560238536, -0.3588510033133712, 0.49618380152183705, 0.12430579783171619, -0.20914817526645943, -0.01654440380418179]"
7bc7daa6-a0e7-4680-8427-f1310c34e285,John Smith,2025-04-19,"[0.22102596464538293, 0.03008840265159986, 0.21327838631512586, -0.36446885233385656, 0.06704519998264406, -0.5596499172864581, -0.04403127800569091, -0.3578316823431203, -0.2911756740369223, 0.48933461797228295]"
4a92a74e-e628-44b3-a0e0-c6f30fbc5ced,Peter Davis,2025-07-16,"[0.34487187596281016, 0.19249762511441185, -0.345188727916883, -0.09999025351044089, 0.3833587461739775, 0.044784866318328696, 0.732946129917572, 0.12429488058601683, 0.06069066696169817, -0.09768586663748323]"
a8bc7c44-afaa-4cb9-bae0-857be203b048,Sam Taylor,2024-10-10,"[0.03657653077595134, -0.04176111935042948, 0.1939492535852192, 0.26203845024647365, -0.21528061187478764, -0.3646214856425555, -0.5029322097957729, 0.1391375955781173, -0.30220944431724595, -0.5896715254308391]"
61971e44-5b30-46bb-ab40-6c9535fe2d7b,Alex Taylor,2025-10-02,"[0.13578393591448368, 0.8711475175493315, -0.00212140414799829, 0.29300011955227206, 0.02859424643401971, -0.03455575313447718, 0.3211597880360801, -0.10143281088080859, 0.09343690160653602, 0.11241327698182293]"
2e88ceaf-ccdd-4be5-828c-85d2278b3017,Jane Jones,2024-10-18,"[-0.31380183949242657, 0.465961925427055, -0.08217853314440615, -0.35497322247783547, 0.2519984755060395, -0.42201007943411284, 0.013236679214971757, -0.004283189358076394, 0.5100447464808107, 0.22296558477861636]"
e9aabf45-393f-4516-8416-1f307a46aae6,Peter Taylor,2025-09-18,"[-0.009996150614201813, 0.326628384106424, 0.5552701863015558, 0.22279797930018944, 0.0041349949172744295, -0.5239674821569629, -0.4254227093977816, -0.12191142147850824, -0.2434485083074756, -0.07467920190417575]"
92af3e79-f78b-4753-bd0b-af561283cb39,Pat Anderson,2024-12-28,"[0.02117336180689183, 0.1979768967894405, -0.02634948126586361, 0.18183387432709222, 0.024097827394154444, -0.7383464042149986, -0.3510841044797102, -0.05385387455862703, -0.45213307012482357, 0.22422815355236972]"
147dbb47-726e-4fc9-a880-698362026e48,Peter Wilson,2025-08-02,"[0.5836101021023553, 0.4646619904942332, -0.08137667676840407, 0.568350390247124, 0.05668057011223692, -0.12851652526640597, -0.2338643125549554, -0.11531881014490883, -0.1479952895767875, 0.06497244805555998]"
6abd241e-a9f4-4861-9ec0-8e4c0262eed2,John Davis,2025-04-03,"[0.04283074682798109, 0.0008124810580819394, 0.11654682785796895, 0.3175873751377954, 0.2532795942944213, -0.3960746849286322, -0.6812208854287979, 0.24921608913840182, -0.3645947811321365, -0.05995286385261524]"
2367069b-9a73-439f-99f7-c86753f32136,John Miller,2025-06-21,"[-0.30008467745909373, -0.46213203883379794, 0.1388623701563783, 0.19469130446999192, -0.14785062109471306, -0.664493149982019, -0.1400886798258336, 0.100481215036435, -0.3792784895325085, 0.04702409182740085]"
f653c49c-510b-41e2-a11a-af426bc78034,Mary Jones,2025-04-08,"[-0.007134377453325727, 0.2699493748734694, 0.05572435591195268, -0.4534493471432795, 0.5576013614702989, -0.07387465406804353, -0.012723893544078865, -0.4349021214962337, -0.2065691740411439, -0.41231735611931]"
7b5e1b63-1613-4a74-bb46-57e5e0fc767e,Taylor Wilson,2024-11-23,"[-0.04482837898537249, 0.4436823625486049, -0.35560280698515767, -0.4182422073808081, 0.38133381600089317, -0.054257617283276036, -0.17342659503609567, 0.2695478662878922, -0.15697821012387314, 0.4733097447036269]"
d8400377-effb-4698-89f4-35ba43394df8,Peter Brown,2025-07-15,"[0.2038443647600492, -0.146709242496025, 0.6486772977936214, -0.18213137885027858, 0.22313938159605254, 0.08999377145738872, 0.39141835035032796, 0.46952811718730403, 0.00962327256092022, -0.22654392415528207]"
dc214fe8-e193-4a6d-aa28-4baaf670ced9,Peter Wilson,2025-09-24,"[0.14890512322053578, -0.2193943528765955, 0.6517865935704944, 0.04420009039878471, -0.11826422849360942, 0.059785889479094835, -0.4361003361079499, -0.31453710914484906, 0.38860566584739736, -0.21265401623690902]"
c20082e1-c3cb-40ec-871f-69bef1719e0b,Peter Miller,2025-03-10,"[-0.34303302814318415, 0.17584075609677483, 0.38851028729686365, 0.23557373581009794, 0.32636705459110127, -0.2479730513962349, -0.4658734376912256, 0.49193010428090944, -0.10572994654732837, -0.08218846742102134]"
e213cfb6-8020-403f-b813-1852ec5ae5c6,Mary Davis,2025-07-17,"[0.40205745499009243, 0.1683763050312863, 0.13800172100522992, 0.655367544105186, -0.19479930967484396, 0.2808663498656043, 0.01725843472343754, 0.08130552956619115, 0.4626824544645312, 0.15372688772932325]"
c74ecdfb-06a0-4a80-b260-c85f6666ab29,Jane Wilson,2025-09-17,"[0.15042121075056653, 0.29970096104328425, -0.1019822242463393, -0.23450836658067903, -0.2919610045189955, -0.5494777882526998, 0.5745855823167761, -0.3082800424164125, -0.06182701163545586, -0.07735258223441727]"
bc4ff378-71a0-43aa-b06c-89697a8ee9b8,Sam Brown,2025-06-26,"[0.1325988783262755, 0.35186559096667513, 0.3711624379012535, -0.25150855489691337, -0.07208740717095388, 0.12188994169382643, -0.10727210765627092, 0.6933232814442682, 0.21178044700235593, 0.3169871405912408]"
0da93345-0424-4db9-8f65-fb2d3ca3c940,Sam Miller,2025-05-03,"[0.2646856654933465, 0.46856311015085544, 0.07228113690775195, -0.5178194699448452, 0.159593695733767, -0.26008403172042255, -0.21107438814962143, 0.23413265370666933, 0.49444115307473235, 0.008493649934920917]"
7c98d35a-8396-4c6a-a47e-3eb883ca468e,Mary Brown,2025-09-24,"[0.07704193078954116, 0.4246370064194059, 0.06005863698129301, 0.6490196392290623, 0.14107285556333546, -0.4392424290593447, 0.1879296923136347, 0.09508432295133071, 0.32174359074978115, 0.16793279525688878]"
4309cff1-3fca-4cf8-8bce-10a318f2afcb,Mary Wilson,2025-04-21,"[-0.05042022622078851, -0.44584128659008704, -0.07611805293299982, -0.30972611275267353, -0.21140381819146914, 0.21433711599663152, 0.6081135712153761, 0.14372385536555413, -0.43549359721779635, 0.16190681301757823]"
b17c05ad-6e71-4d55-be6b-514343ffcfed,Chris Jones,2025-05-17,"[0.5962385347679656, -0.3038329422678862, -0.06677594562951414, 0.0073186004224844265, -0.3910866673296754, 0.3230148799421183, -0.06026412284282167, 0.2090379640134125, -0.44220550906116174, -0.21796977508761828]"
d3b92d6d-2ab5-41a3-b368-d4022dcb03d9,Pat Taylor,2025-03-16,"[0.19476137186905945, -0.10051961528742909, 0.46560704424308125, -0.10774598612686649, 0.06057729058381076, 0.2514359871554366, -0.38240584833027, -0.4747319903876411, -0.41133248194537186, 0.3404055343052914]"
7168e3d0-afbe-4d05-90c7-affa14349cd7,Taylor Miller,2025-09-22,"[-0.12125495710036786, 0.5620907237606497, -0.12397718304682122, 0.04054984151005894, 0.3388343137352381, 0.4407812205067912, 0.45295612578674926, 0.26550372870759525, 0.22500828982882062, 0.1301907570649573]"
d4cbda83-ef0a-4ace-8e39-89d04bf41731,Jane Davis,2025-07-07,"[0.33489233855846207, -0.23714941454981697, -0.3520326823441477, -0.0014518710767054456, -0.07322247729132433, -0.19500281551464213, 0.2996229230399094, 0.41102311656032214, 0.03803734513647538, 0.6357120355657879]"
0d65c597-5094-40a1-b439-5d669a1d1561,Jordan Davis,2025-09-17,"[-0.322461118419021, -0.0546975924169654, -0.20246083136627765, -0.5271885994710924, -0.0233525099770469, -0.03438662700029209, 0.427461986661081, 0.17816780312186975, -0.2892735200456692, 0.5236738751304254]"
ff1f500a-56a8-480b-a307-557689835e70,Jane Anderson,2025-02-26,"[0.35926317317073814, 0.17126985832570096, -0.06663812499498402, -0.2822945721424043, -0.10951392081723295, 0.3203411055187096, 0.5544994039602479, 0.4540665576831007, -0.14383353638578666, -0.32942359682189093]"
1a2b5c20-fbfc-4f82-b281-d140ec159326,Pat Miller,2025-02-25,"[0.03500361056973192, -0.43937406400896273, 0.08029198778475612, -0.036672305233173, -0.11578816655509055, -0.3962087596537772, 0.12760548678871428, -0.13235112120948903, -0.2906693464691856, -0.7136221609426077]"
1c2bbed6-9132-4394-b737-31ec8b1c268b,Jordan Taylor,2025-08-08,"[-0.008756823658200007, 0.5640322829186534, 0.5287081298512115, -0.14547429134801856, -0.19165847774958855, 0.14919090174574137, -0.3177436090655988, 0.09604752200048444, 0.2438107597861537, 0.3904806453872631]"
4d96d7dd-8d8d-4fa5-805f-393fa8447d29,Alex Anderson,2025-07-01,"[-0.04280828014724499, -0.08705509813133523, -0.37527104097256425, -0.35342870792759706, -0.09680256852948761, 0.15702092301125078, 0.39048821568273606, -0.34329815358016547, 0.6380112790057005, -0.11588479945979369]"
74063722-32b2-4633-833e-a2c849728187,Chris Smith,2024-10-09,"[-0.006492408296774663, -0.2270387268522516, -0.7366004007111524, 0.26861536947376763, 0.22388849766843863, -0.08548079771640882, 0.020354991194731015, 0.15676706666881685, -0.4747763343318917, -0.16075156432172816]"
0ef989ee-fea7-4239-9be8-377fd901b2d0,Alex Smith,2025-01-13,"[0.25754688771059264, -0.40671371334221074, 0.0951885860369246, -0.43988286357128326, 0.15124377728574986, -0.01155704524526967, -0.5237198418880699, 0.37767636334693394, -0.23819739086576794, -0.26273105019895193]"
3abf6b95-5269-4b42-ab54-b6da03a3549f,Taylor Brown,2025-04-03,"[0.10133195060100876, 0.5803167423398728, -0.5132154278985439, 0.03116201083796361, 0.21664748639524087, 0.3501721307464842, 0.08914213752738014, -0.1854305016555576, -0.4181167024370793, 0.04352177613486322]"
908180c0-8bfa-45aa-9a3c-9d4e09e71e3c,Alex Jones,2024-10-31,"[-0.226321060785951, -0.6166766930041775, 0.09215472701668354, 0.19081433454895508, -0.4987985414194954, -0.21314710279488155, 0.1306991421581804, 0.4343229302001105, 0.00438940652859525, -0.15367633867657626]"
43e9580e-d821-4b02-90c1-40940e9e2539,Pat Anderson,2025-04-29,"[-0.06940513529248109, 0.5217350502010201, -0.24512905213139433, -0.3032756078311815, -0.18319043971668694, -0.3617670231016738, 0.04655065908641607, 0.6165293733201863, 0.12260140506485248, -0.09576254655806365]"
5817f068-bb53-4821-90af-939900f434c9,Jane Davis,2025-01-20,"[-0.07365045830906142, -0.3945348646502817, 0.22288871867702142, -0.019645386741883313, -0.045551456600452504, 0.8059107404449495, 0.07540246373647072, -0.18974508968735532, -0.10760870366927537, 0.28985704746685503]"
b14c7ea8-e3d8-4a47-8eaf-4bb449fca8bf,Chris Wilson,2025-04-22,"[0.03475542273477355, -0.4413152464903401, 0.28205239178986763, -0.20501055863044054, 0.5747949160901574, 0.33139746664264136, -0.13725439422643232, 0.39306174464178945, 0.02082050327236612, 0.2616615357465989]"
6079b343-b79a-4771-aa9d-8efa5f585a2a,Alex Davis,2024-12-27,"[0.15992820095209875, -0.2792389794279138, -0.2123267978430097, 0.33981561538640526, -0.110452634269272, -0.13317598941140998, -0.3151241887368936, 0.13975830409723838, 0.6804901339144153, -0.3522118006920903]"
d6adcc45-3dc5-4998-93d2-0289ccb37082,Peter Brown,2025-03-05,"[0.006812126275578608, 0.3972105932202205, -0.02240047005426033, 0.12723711523345987, -0.29881590515753986, 0.12046851712354138, -0.05263744691660563, 0.27725300756848476, 0.3339721377902677, 0.7283579795545088]"
9b015eed-e36b-4d14-9d32-aa7ce24d24ec,Alex Williams,2024-11-25,"[0.26229742509411186, 0.1474303730251837, 0.08796339502063956, -0.15981592068082673, 0.15317177256044706, -0.13367597444269663, 0.07623249038591294, 0.5962433774869061, -0.4554838047945742, 0.5158214286571947]"
cb28df2f-d372-4927-9c87-1673e60b64f9,Jordan Davis,2025-03-13,"[0.4052733082768427, -0.036329417014178814, -0.6528899227775249, -0.1870254419385528, 0.3990822698304233, -0.0070364507183619165, -0.30748302232130614, -0.15531809432148508, 0.25865686878317284, 0.16822867449120202]"
8f67e1e8-3812-4f25-aade-427279174f1d,Taylor Smith,2025-05-04,"[-0.08014385969607042, -0.12304217095874723, -0.13140557606477773, -0.30939966905062427, 0.5418377985342817, -0.10811442477345325, 0.4082657041891837, 0.5102878208593467, 0.3348586850919704, -0.14477635238068853]"
0cb36507-6b73-4dba-b101-9d9d19dfaeb3,Chris Brown,2025-02-28,"[0.1949271588913087, -0.011682014604116832, -0.4363212958688394, 0.15660569959822096, -0.5692587255979964, 0.5734300573770897, -0.2243244481941501, 0.09712300653675182, 0.13677578478932664, -0.12500334296333343]"
8ba32043-7935-4e74-977e-da553d46ce71,Jordan Anderson,2024-11-05,"[0.19922486150269053, -0.16126404434448594, 0.2958682757123069, -0.45705718163087666, 0.042914982514883855, 0.6584062424549348, -0.33968463464284165, -0.23014330055547547, 0.1745087810984102, 0.060980967491661056]"
ad45fb94-0912-4cb2-9a71-e6d7eb27daa5,Pat Moore,2025-02-22,"[0.13020357286489792, 0.181655574569079, 0.23569854143160685, 0.41207781228611845, 0.15218275176414672, -0.08958902466565445, 0.24975465338827396, 0.7055053643635849, -0.04925243924365531, -0.3618833568268925]"
724bc925-b204-41ff-bfe9-fa3caba341d9,Sam Brown,2025-01-18,"[0.39606906545572995, -0.043067552734240226, -0.7772940315073302, 0.3031734913518685, -0.19151895630102514, -0.03238917769013445, 0.11876924864277481, 0.06815314568567597, 0.25381340853969087, -0.1557995587813803]"
0674f290-be20-4152-8abc-e20922161c3c,Sam Williams,2024-11-03,"[0.18415158091763104, -0.0931502453663462, 0.26515607217375375, 0.22085288341922119, -0.3357251398159676, 0.3897545579348093, -0.19235509729699352, 0.2900086523193557, 0.13181792069836526, 0.6597166340783402]"
74b0fbd5-dd41-4549-99d2-fdfd9637a7b0,Jane Davis,2025-01-16,"[-0.07213703644332868, -0.11276292787111593, -0.0062688414709464076, -0.09786944219010306, 0.2582291833435133, -0.5217611021909854, -0.34013914002881124, -0.3446973783243421, 0.30676872008419226, 0.552202970173106]"
9b1a1b27-6941-4528-9535-91048ba5fe02,Jordan Miller,2025-08-20,"[-0.04895997059292623, -0.0791342119985778, 0.03283654865030701, 0.5446237733970999, -0.4346914492513885, 0.1117340900044549, 0.457118281448034, 0.23488501080302576, 0.0888652926618496, 0.469234599746364]"
3ea09354-07d9-4431-938a-8cca66509308,Mary Davis,2025-06-13,"[-0.62098851031928, 0.1557220169157779, -0.15025474693878962, -0.4205343353230947, 0.11743383710400608, 0.31555785119068025, -0.03157477386064662, 0.21889504173250057, 0.3703737471032111, 0.3020631152724536]"
c1def9ca-4a0b-48e4-bcba-5d8dc7cdc69b,Mary Williams,2025-09-24,"[0.48053606263575405, 0.2174553267137624, 0.022103273076249354, -0.46940182542925096, -0.07210027844544001, -0.2470848554874336, 0.6361212373745875, -0.05153738039207626, 0.03610099589941067, 0.16159411161487972]"
04a7bed4-4943-4754-85ae-e314950d98e3,John Brown,2025-02-05,"[0.016928979825029264, 0.6581163960556061, -0.24174832744084632, 0.07555781745294236, -0.28826982455508915, -0.5125087310504096, -0.23752397994014784, -0.014379816780472687, -0.16667983799836253, -0.2688376862752586]"
18beda35-83da-4f41-b2cc-cdc3e9537426,Jordan Jones,2025-02-15,"[-0.45584312266851157, -0.026937803672940155, -0.48773939864923865, 0.24636420498290967, 0.026721985170806227, -0.4724501004428311, -0.1002268939133001, -0.24380364570338797, 0.10345708509214938, 0.4344930166067932]"
0dec593c-cc23-4051-be1f-74beffaade05,Alex Anderson,2025-06-29,"[-0.734912544855251, 0.04508071119821846, -0.06275881403426212, 0.2631097949836787, 0.08355544844486704, -0.2947097955985246, -0.1250427593207653, -0.3119763102668381, 0.4217058202967881, 0.008352403959683225]"
5f51b26e-d8a3-44d4-8ac5-f757baa3f180,Alex Moore,2025-03-16,"[0.47824206612217446, -0.0152591495154872, -0.17819880898901225, -0.3807729040894738, -0.4535774610835339, -0.3984873543083242, 0.0671953647013741, 0.12796912378159114, -0.39774648273827035, 0.22514573408649577]"
fe49382d-bcbd-4f5e-bbdd-09a26751b04a,Mary Williams,2024-11-05,"[-0.14773548942316286, 0.04489398885298045, 0.4930685319037484, 0.274282090848748, -0.08212524391116668, -0.2725550303279788, -0.6580938379441342, -0.2199400411569413, -0.06457036653346071, -0.3019110112147475]"
d8ef2a67-03e7-4ad3-8af4-b7ce00746580,John Jones,2025-03-03,"[-0.06638179884453527, 0.03886701291677044, -0.11371849345625668, -0.3287318115335408, 0.08529528570329711, 0.2235067284490052, -0.5514576012424216, 0.7135638700968386, -0.04985988714145736, 0.009532993991399128]"
7c8d2abd-5d36-4598-9f6f-e6ce8b23cd4f,Mary Williams,2024-10-15,"[0.3831297596232465, 0.12616523665302468, 0.5156277497994471, 0.15532839883430274, -0.3313163025561278, 0.19556613670517695, -0.6187328759426184, 0.05872861751060726, -0.017976756628808342, -0.11258703421165514]"
a9535aa0-7f49-4b99-9ba2-51bc51e7699e,Taylor Moore,2025-09-11,"[-0.044286736798480886, -0.6483784573036674, -0.18905948381800117, 0.031989087495840264, 0.05507744687672123, -0.35407857185840236, 0.43609114090232154, -0.2984347300248216, 0.3340199712635486, 0.14718694997448198]"
fa4a6172-9070-4010-8163-2f7b5654cf30,Taylor Brown,2025-08-05,"[-0.21030186863110192, 0.5777397402272755, -0.3884454469217186, 0.29912050655516453, 0.3256196821123804, -0.2182400541764277, 0.4531502308038902, -0.08137268181619259, 0.09394961923556464, 0.08471658239312825]"
c4ddcc52-3600-474a-85b7-094b534c297b,Sam Williams,2025-02-11,"[-0.03795454088517139, 0.22912772033104395, 0.22423335783192835, -0.49412069192719577, 0.3685957781634725, -0.4698065028403732, 0.29178902802173745, 0.31839756454446894, -0.30829810127460894, -0.11609272425357396]"
e243afc6-c743-494a-8791-7f5f8aa893c8,Taylor Taylor,2024-12-06,"[-0.35912434087217815, -0.0698046915617172, -0.10004715764266, 0.253227722316377, 0.4255781658529193, 0.4533073278077493, -0.18258783539441467, -0.06795364951061643, -0.5467677295857323, -0.2617403767095909]"
e3c9b960-cb9d-454d-a85b-b50834ec5fd5,Pat Moore,2024-11-27,"[0.3768582726089242, 0.6310252594841561, -0.4821203257542245, -0.23140869500330027, -0.010313739038328553, 0.10942723911439636, -0.3162204151909833, 0.16563262911669954, -0.18507537501700944, -0.005644865647353252]"
b91e9afa-3a28-4110-89a8-62ec86f2bfa2,Taylor Wilson,2024-12-30,"[0.28514957659599294, 0.0033522978633675413, -0.22778480684889466, -0.057214150498457725, -0.046123717636463404, -0.19313844192340976, -0.1350864279244869, 0.8344622153423598, 0.29278886160345435, -0.15423488392052961]"
6279f344-6a4f-4959-a9f1-5ad1185c2ae9,Sam Williams,2025-02-05,"[0.25440446390236526, -0.12185182815675952, 0.4282176030229662, 0.13492794239225242, -0.03916776225861378, 0.1634270244274267, -0.5734060976406973, -0.41129616516572065, -0.43581021832526634, 0.052177532929768074]"
c46445d2-92bc-4fbe-9d5b-bb03101277aa,Sam Davis,2025-06-02,"[0.4726918912062678, 0.6087782710487829, 0.17408309995348412, 0.13664823804242207, -0.4913927941641809, -0.1480607699099886, -0.2149355080110399, -0.1693893706290619, -0.04587563145202755, -0.12880314921292824]"
